SHELL,100,0.00032067298889160156
KNUTH,100,0.00019788742065429688
CIURA,100,0.0001976490020751953
SHELL,1000,0.0064427852630615234
KNUTH,1000,0.003894805908203125
CIURA,1000,0.0031490325927734375
SHELL,10000,0.20489740371704102
KNUTH,10000,0.058567047119140625
CIURA,10000,0.050537109375
SHELL,100000,4.5328497886657715
KNUTH,100000,1.1971275806427002
CIURA,100000,1.1197967529296875
SHELL,1000000,160.44347596168518
KNUTH,1000000,15.478344678878784
CIURA,1000000,9.21346664428711
